d:\xampp\mysql\bin\mysqld.exe, Version: 10.4.32-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: D:/xampp/mysql/mysql.sock
Time		    Id Command	Argument
		    26 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		    26 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		    26 Query	SELECT NULL FROM `pma__history` LIMIT 0
		    26 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		    26 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		    26 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		    27 Query	SELECT 1 FROM mysql.user LIMIT 1
		    27 Query	SELECT CURRENT_USER()
		    27 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		    27 Quit	
		    26 Quit	
241014 17:07:26	    28 Connect	pma@localhost as anonymous on 
		    29 Connect	root@localhost as anonymous on 
		    29 Query	SELECT @@version, @@version_comment
		    29 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    29 Query	SET lc_messages = 'en_US'
		    28 Query	SHOW TABLES FROM `phpmyadmin`
		    28 Init DB	phpmyadmin
		    28 Query	SHOW TABLES FROM `phpmyadmin`
		    28 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		    28 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		    28 Query	SELECT NULL FROM `pma__users` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__history` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		    28 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		    28 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		    28 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		    29 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    28 Query	SHOW TABLES FROM `phpmyadmin`
		    28 Init DB	phpmyadmin
		    28 Query	SHOW TABLES FROM `phpmyadmin`
		    28 Init DB	phpmyadmin
		    28 Query	SHOW TABLES FROM `phpmyadmin`
		    28 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		    28 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		    28 Query	SELECT NULL FROM `pma__users` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__history` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		    28 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		    28 Query	SELECT NULL FROM `pma__users` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__history` LIMIT 0
		    28 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		    28 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		    28 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		    29 Query	SELECT CURRENT_USER()
		    28 Query	SELECT * FROM `phpmyadmin`.`pma__bookmark` WHERE dbase = 'ci' AND (user = 'root') AND `label` = 'users' LIMIT 1
		    29 Query	SELECT 1 FROM mysql.user LIMIT 1
		    29 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    29 Query	SELECT DATABASE()
		    29 Init DB	ci
		    29 Query	SELECT * FROM `users` LIMIT 0, 25
		    29 Query	SHOW WARNINGS
		    29 Query	SELECT @@lower_case_table_names
		    29 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'ci' AND TABLE_NAME = 'users' AND IS_UPDATABLE = 'YES'
		    29 Query	SHOW  COLUMNS FROM `ci`.`users`
		    29 Query	SHOW INDEXES FROM `ci`.`users`
		    29 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'ci' AND TABLE_NAME = 'users'
		    28 Query	SELECT `master_field`, `foreign_db`, `foreign_table`, `foreign_field` FROM `phpmyadmin`.`pma__relation` WHERE `master_db` = 'ci' AND `master_table` = 'users'
		    29 Query	SHOW CREATE TABLE `ci`.`users`
		    29 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'ci' AND TABLE_NAME = 'users'
		    29 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'ci' AND TABLE_NAME = 'users'
		    29 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'ci' AND TABLE_NAME = 'users'
		    29 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA`  IN ('ci') AND t.`TABLE_NAME`  = 'users' ORDER BY Name ASC
		    29 Query	SHOW FULL COLUMNS FROM `ci`.`users`
		    28 Query	SELECT CONCAT(`db_name`, '.', `table_name`, '.', `column_name`) AS column_name, `mimetype`, `transformation`, `transformation_options`, `input_transformation`, `input_transformation_options` FROM `phpmyadmin`.`pma__column_info` WHERE `db_name` = 'ci' AND `table_name` = 'users' AND ( `mimetype` != '' OR `transformation` != '' OR `transformation_options` != '' OR `input_transformation` != '' OR `input_transformation_options` != '')
		    29 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    29 Query	SHOW  COLUMNS FROM `ci`.`users`
		    29 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		    29 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''localhost''' AND PRIVILEGE_TYPE='TRIGGER'
		    29 Quit	
		    28 Quit	
		    30 Connect	pma@localhost as anonymous on 
		    31 Connect	root@localhost as anonymous on 
		    31 Query	SELECT @@version, @@version_comment
		    31 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    31 Query	SET lc_messages = 'en_US'
		    30 Query	SHOW TABLES FROM `phpmyadmin`
		    30 Init DB	phpmyadmin
		    30 Query	SHOW TABLES FROM `phpmyadmin`
		    30 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		    30 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		    30 Query	SELECT NULL FROM `pma__users` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__history` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		    30 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		    30 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		    30 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		    31 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    30 Query	SHOW TABLES FROM `phpmyadmin`
		    30 Init DB	phpmyadmin
		    30 Query	SHOW TABLES FROM `phpmyadmin`
		    30 Init DB	phpmyadmin
		    30 Query	SHOW TABLES FROM `phpmyadmin`
		    30 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		    30 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		    30 Query	SELECT NULL FROM `pma__users` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__history` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		    30 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		    30 Query	SELECT NULL FROM `pma__users` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__history` LIMIT 0
		    30 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		    30 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		    30 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		    31 Query	SELECT 1 FROM mysql.user LIMIT 1
		    31 Query	SELECT CURRENT_USER()
		    31 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		    31 Quit	
		    30 Quit	
241014 17:13:20	    32 Connect	root@localhost as anonymous on ci
		    32 Query	SET SESSION sql_mode = REPLACE(REPLACE(REPLACE(REPLACE(REPLACE(REPLACE(
                                        @@sql_mode,
                                        'STRICT_ALL_TABLES,', ''),
                                    ',STRICT_ALL_TABLES', ''),
                                'STRICT_ALL_TABLES', ''),
                            'STRICT_TRANS_TABLES,', ''),
                        ',STRICT_TRANS_TABLES', ''),
                    'STRICT_TRANS_TABLES', '')
		    32 Query	SET NAMES utf8mb4
		    32 Query	SELECT * FROM api WHERE email = 'sadmin@shipglobal.in'
		    32 Quit	
241014 17:13:48	    33 Connect	root@localhost as anonymous on ci
		    33 Query	SET SESSION sql_mode = REPLACE(REPLACE(REPLACE(REPLACE(REPLACE(REPLACE(
                                        @@sql_mode,
                                        'STRICT_ALL_TABLES,', ''),
                                    ',STRICT_ALL_TABLES', ''),
                                'STRICT_ALL_TABLES', ''),
                            'STRICT_TRANS_TABLES,', ''),
                        ',STRICT_TRANS_TABLES', ''),
                    'STRICT_TRANS_TABLES', '')
		    33 Query	SET NAMES utf8mb4
		    33 Query	SELECT * FROM api WHERE email = 'sadmin@shipglobal.in'
		    33 Quit	
241014 17:14:07	    34 Connect	pma@localhost as anonymous on 
		    35 Connect	root@localhost as anonymous on 
		    35 Query	SELECT @@version, @@version_comment
		    35 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    35 Query	SET lc_messages = 'en_US'
		    34 Query	SHOW TABLES FROM `phpmyadmin`
		    34 Init DB	phpmyadmin
		    34 Query	SHOW TABLES FROM `phpmyadmin`
		    34 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		    34 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		    34 Query	SELECT NULL FROM `pma__users` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__history` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		    34 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		    34 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		    34 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		    35 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    34 Query	SHOW TABLES FROM `phpmyadmin`
		    34 Init DB	phpmyadmin
		    34 Query	SHOW TABLES FROM `phpmyadmin`
		    34 Init DB	phpmyadmin
		    34 Query	SHOW TABLES FROM `phpmyadmin`
		    34 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		    34 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		    34 Query	SELECT NULL FROM `pma__users` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__history` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		    34 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		    34 Query	SELECT NULL FROM `pma__users` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__history` LIMIT 0
		    34 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		    34 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		    34 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		    35 Query	SELECT CURRENT_USER()
		    34 Query	SELECT * FROM `phpmyadmin`.`pma__bookmark` WHERE dbase = 'ci' AND (user = 'root') AND `label` = 'users' LIMIT 1
		    35 Query	SELECT 1 FROM mysql.user LIMIT 1
		    35 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    35 Query	SELECT DATABASE()
		    35 Init DB	ci
		    35 Query	SELECT * FROM `users` LIMIT 0, 25
		    35 Query	SHOW WARNINGS
		    35 Query	SELECT @@lower_case_table_names
		    35 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'ci' AND TABLE_NAME = 'users' AND IS_UPDATABLE = 'YES'
		    35 Query	SHOW  COLUMNS FROM `ci`.`users`
		    35 Query	SHOW INDEXES FROM `ci`.`users`
		    35 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'ci' AND TABLE_NAME = 'users'
		    34 Query	SELECT `master_field`, `foreign_db`, `foreign_table`, `foreign_field` FROM `phpmyadmin`.`pma__relation` WHERE `master_db` = 'ci' AND `master_table` = 'users'
		    35 Query	SHOW CREATE TABLE `ci`.`users`
		    35 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'ci' AND TABLE_NAME = 'users'
		    35 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'ci' AND TABLE_NAME = 'users'
		    35 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'ci' AND TABLE_NAME = 'users'
		    35 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA`  IN ('ci') AND t.`TABLE_NAME`  = 'users' ORDER BY Name ASC
		    35 Query	SHOW FULL COLUMNS FROM `ci`.`users`
		    34 Query	SELECT CONCAT(`db_name`, '.', `table_name`, '.', `column_name`) AS column_name, `mimetype`, `transformation`, `transformation_options`, `input_transformation`, `input_transformation_options` FROM `phpmyadmin`.`pma__column_info` WHERE `db_name` = 'ci' AND `table_name` = 'users' AND ( `mimetype` != '' OR `transformation` != '' OR `transformation_options` != '' OR `input_transformation` != '' OR `input_transformation_options` != '')
		    35 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    35 Query	SHOW  COLUMNS FROM `ci`.`users`
		    35 Query	SELECT `SCHEMA_NAME` FROM `INFORMATION_SCHEMA`.`SCHEMATA`, (SELECT DB_first_level FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t ORDER BY DB_first_level ASC LIMIT 0, 100) t2 WHERE TRUE AND 1 = LOCATE(CONCAT(DB_first_level, '_'), CONCAT(SCHEMA_NAME, '_')) ORDER BY SCHEMA_NAME ASC
		    34 Query	SELECT `db_name`, COUNT(*) AS `count` FROM `phpmyadmin`.`pma__navigationhiding` WHERE `username`='root' GROUP BY `db_name`
